Name,Ticker,"Sub-Sector","Market Cap","Close Price","Percentage Buy Reco’s","No. of analysts with buy reco","Percentage Hold Reco's","Percentage Sell Reco's","Total no. of analysts","Percentage Upside"
EFC (1) Ltd,EFCIL,,"769.56917666","1045.65",,"0","0","0",,
SMC Global Securities Ltd,SMCGLOBAL,"Investment Banking & Brokerage","769.0215","73.75",,"0","0","0",,
Panacea Biotec Ltd,PANACEABIO,"Biotechnology","766.85933992","125.2",,"0","0","0",,
Wardwizard Foods and Beverages Ltd,WARDWIZFBL,,"765.99416","36.23",,"0","0","0",,
Quint Digital Media Ltd,QUINT,,"763.99654284","158.4",,"0","0","0",,
KP ENERGY Ltd,KPEL,"Renewable Energy","762.82245","349.55",,"0","0","0",,
Rushil Decor Ltd,RUSHIL,"Building Products - Laminates","758.8266883800001","290.35",,"0","0","0",,
Tourism Finance Corporation of India Ltd,TFCILTD,"Specialized Finance","758.22483872","86.35",,"0","0","0",,
Orient Bell Ltd,ORIENTBELL,"Building Products - Ceramics","757.3118979","516.7",,"0","0","0",,
Elin Electronics Ltd,ELIN,"Electronic Equipments","754.5718479","151.2",,"0","0","0",,
Dynacons Systems and Solutions Ltd,DSSL,"IT Services & Consulting","752.5092478","563.2",,"0","0","0",,
Eldeco Housing and Industries Ltd,ELDEHSG,"Real Estate","751.04454","765.6",,"0","0","0",,
Andhra Cements Ltd,ACL,"Cement","744.2900305","80.1",,"0","0","0",,
Cheviot Co Ltd,CHEVIOT,"Textiles","739.3536","1226.8",,"0","0","0",,
Shankar Lal Rampal Dye-Chem Ltd,SRD,"Commodities Trading","737.2171395","114.25",,"0","0","0",,
Gandhi Special Tubes Ltd,GANDHITUBE,"Auto Parts","735.86436","606.85",,"0","0","0",,
Menon Bearings Ltd,MENONBE,"Auto Parts","735.525","129.55",,"0","0","0",,"-45.904761904761905"
Ice Make Refrigeration Ltd,ICEMAKE,"Electrical Components & Equipments","734.467765575","488.7",,"0","0","0",,
TVS Electronics Ltd,TVSELECT,"Technology Hardware","731.83847832","394.35",,"0","0","0",,
Tamilnadu Petroproducts Ltd,TNPETRO,"Commodity Chemicals","726.51965255","80",,"0","0","0",,
S Chand and Company Ltd,SCHAND,"Education Services","725.8292949600001","205.1","100","1","0","0","1","24.696749150897627"
Arihant Superstructures Ltd,ARIHANTSUP,"Real Estate","725.65064133","176.2","100","1","0","0","1","51.44639818491207"
Visaka Industries Ltd,VISAKAIND,"Cement","724.5039126","83","100","2","0","0","2","40.84675014907573"
Emami Paper Mills Ltd,EMAMIPAP,"Paper Products","723.568638","119.4",,"0","0","0",,
Iris Clothings Ltd,IRISDOREME,"Retail - Apparel","722.47106991","436",,"0","0","0",,
Sandesh Ltd,SANDESH,"Publishing","722.236304715","1062.75",,"0","0","0",,
Jagatjit Industries Ltd,JAGAJITIND,"Alcoholic Beverages","721.01396198","155.25",,"0","0","0",,
Master Trust Ltd,MASTERTR,"Diversified Financials","720.792282","335.1",,"0","0","0",,
Ruby Mills Ltd,RUBYMILLS,"Textiles","718.4584","211.8",,"0","0","0",,
Tuticorin Alkali Chemicals and Fertilizers Ltd,TUTIALKA,"Commodity Chemicals","717.12569538","58.65",,"0","0","0",,
Beta Drugs Ltd,BETA,"Pharmaceuticals","712.14149425","735.9",,"0","0","0",,
Heubach Colorants India Ltd,HEUBACHIND,"Specialty Chemicals","711.9580593100001","301.95",,"0","0","0",,
APM Finvest Ltd,MUFIN,,"711.18726012","47.25",,"0","0","0",,
GHCL Textiles Ltd,GHCLTEXTIL,"Textiles","705.4231006800001","72.65",,"0","0","0",,
Black Rose Industries Ltd,BLACKROSE,"Conglomerates","701.76","136.45",,"0","0","0",,
Sunshield Chemicals Ltd,SUNSHIEL,"Specialty Chemicals","701.1510363","951",,"0","0","0",,
Voith Paper Fabrics India Ltd,VOITHPAPR,"Textiles","701.030453605","1590",,"0","0","0",,
Davangere Sugar Company Ltd,DAVANGERE,,"699.9883972800001","74.55",,"0","0","0",,
Deccan Cements Ltd,DECCANCE,"Cement","694.351775","490.5","0","0","0","100","1","7.322977607423847"
Bhageria Industries Ltd,BHAGERIA,"Specialty Chemicals","693.2877993","156.85",,"0","0","0",,
Zuari Agro Chemicals Ltd,ZUARI,"Fertilizers & Agro Chemicals","688.4895582199999","163.7",,"0","0","0",,
Benares Hotels Ltd,BENARAS,"Hotels, Resorts & Cruise Lines","688.48","5521",,"0","0","0",,
Windlas Biotech Ltd,WINDLAS,"Pharmaceuticals","687.912868125","330.75",,"0","0","0",,
Syncom Formulations (India) Ltd,SYNCOMF,"Pharmaceuticals","686.2","7.4",,"0","0","0",,
Innovana Thinklabs Ltd,INNOVANA,"Software Services","683.265","345",,"0","0","0",,
BMW Industries Ltd,BMW,"Iron & Steel","678.6356769","30.34",,"0","0","0",,
Apex Frozen Foods Ltd,APEX,"Packaged Foods & Meats","677.65625","228.5",,"0","0","0",,"79.84782107447545"
LIC MF ETF-Sensex,LICNETFSEN,"Equity","676.6234261679999","734.99",,"0","0","0",,
Swelect Energy Systems Ltd,SWELECTES,"Electrical Components & Equipments","676.5354588","452.1",,"0","0","0",,
Rajapalayam Mills Ltd,RAJPALAYAM,"Textiles","673.351206","719.9",,"0","0","0",,
Nitta Gelatin India Ltd,NITTAGELA,"Specialty Chemicals","673.3105056","730.85",,"0","0","0",,
PREVEST DENPRO LTD,PREVEST,,"672.28803","563.1",,"0","0","0",,
CSL Finance Ltd,CSLFINANCE,"Specialized Finance","671.59808387","337.95",,"0","0","0",,
AGS Transact Technologies Ltd,AGSTRA,"Business Support Services","670.53350574","55.9","100","1","0","0","1","97.6639712488769"
Sayaji Hotels Ltd,SAYAJIHOTL,"Hotels, Resorts & Cruise Lines","669.62555","368.5",,"0","0","0",,
Mold-Tek Technologies Ltd,MOLDTECH,"Construction & Engineering","668.75146541","231.25",,"0","0","0",,
Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,"Hospitals & Diagnostic Centres","667.6585","1440",,"0","0","0",,
Saurashtra Cement Ltd,SAURASHCEM,"Cement","667.436819312","62.61",,"0","0","0",,
Tierra Agrotech Ltd,TIERRA,,"667.16424108","123.4",,"0","0","0",,
AGI Infra Ltd,AGIIL,"Real Estate","666.2388252","549.95",,"0","0","0",,
Ritco Logistics Ltd,RITCO,"Logistics","665.7640096","270.75",,"0","0","0",,
Medico Remedies Ltd,MEDICO,"Pharmaceuticals","660.55264","80.75",,"0","0","0",,
Zee Media Corporation Ltd,ZEEMEDIA,"TV Channels & Broadcasters","659.8272574","10.55",,"0","0","0",,
Rane Brake Linings Ltd,RBL,"Auto Parts","659.12610017","849.9",,"0","0","0",,
ZF Steering Gear (India) Ltd,ZFSTEERING,"Auto Parts","657.2244855","724.05",,"0","0","0",,
Mirza International Ltd,MIRZAINT,"Footwear","655.7680155","49.8",,"0","0","0",,
Jayant Agro-Organics Ltd,JAYAGROGN,"Specialty Chemicals","654","218.95",,"0","0","0",,
Mallcom (India) Ltd,MALLCOM,"Business Support Services","652.8912","1044.8",,"0","0","0",,
Sukhjit Starch and Chemicals Ltd,SUKHJITS,"Agro Products","652.60905","411",,"0","0","0",,
Creative Newtech Ltd,CREATIVE,"Technology Hardware","652.365","513.6",,"0","0","0",,
UTI Gold Exchange Traded Fund,GOLDSHARE,"Gold","651.5397","51.1",,"0","0","0",,
Muthoot Capital Services Ltd,MUTHOOTCAP,"Diversified Financials","650.1709794899999","393.8","100","2","0","0","2","-10.194788768024287"
Entertainment Network (India) Ltd,ENIL,"Radio","644.98071495","143.8","33.33333333333333","1","33.33333333333333","33.33333333333333","3","33.037694013303756"
Ravindra Energy Ltd,RELTD,"Electrical Components & Equipments","641.2490799","46",,"0","0","0",,
Aurum Proptech Ltd,AURUM,"IT Services & Consulting","638.7283583100001","126.15",,"0","0","0",,
BEML Land Assets Ltd,BLAL,"Real Estate","636.744405","155.8",,"0","0","0",,
Bajaj Steel Industries Ltd,BAJAJST,"Industrial Machinery","632.736","1207",,"0","0","0",,
Max India Ltd,MAXIND,"Hospitals & Diagnostic Centres","631.020416985","149.8",,"0","0","0",,
Automotive Stampings and Assemblies Ltd,ASAL,"Auto Parts","629.18198502","396.2",,"0","0","0",,
Vasa Denticity Ltd,DENTALKART,"Hospitals & Diagnostic Centres","626.3938948800001","367.4",,"0","0","0",,
Tinna Rubber and Infrastructure Ltd,TINNARUBR,"Tires & Rubber","625.78345875","731.35",,"0","0","0",,
TAAL Enterprises Ltd,TAALENT,"Conglomerates","618.6873772600001","1951.2",,"0","0","0",,
Taneja Aerospace and Aviation Ltd,TANAA,"Aerospace & Defense Equipments","617.7836380800001","234",,"0","0","0",,
Khaitan Chemicals and Fertilizers Ltd,KHAICHEM,"Fertilizers & Agro Chemicals","616.851312","63.8",,"0","0","0",,
Piccadily Agro Industries Ltd,PICCADIL,"Sugar","616.0354984","65.99",,"0","0","0",,
NINtec Systems Ltd,NINSYS,"Software Services","615.6912","596.6",,"0","0","0",,
Crest Ventures Ltd,CREST,"Asset Management","613.561824","217.3",,"0","0","0",,
Nicco Parks & Resorts Ltd,NICCOPAR,"Hotels, Resorts & Cruise Lines","612.144","131.4",,"0","0","0",,
Kriti Industries (India) Limited,KRITI,"Building Products - Pipes","609.3792432","125.95",,"0","0","0",,
V L S Finance Ltd,VLSFINANCE,"Investment Banking & Brokerage","604.23240108","173.55",,"0","0","0",,
Bharat Agri Fert & Realty Ltd,BHARATAGRI,"Commodity Chemicals","604.1339073","114.5",,"0","0","0",,
Xtglobal Infotech Ltd,XTGLOBAL,,"604.075691065","44.54",,"0","0","0",,
D P Abhushan Ltd,DPABHUSHAN,"Precious Metals, Jewellery & Watches","603.996629","271.2",,"0","0","0",,
Mac Charles (India) Ltd,MCCHRLS-B,"Hotels, Resorts & Cruise Lines","602.9759183","474",,"0","0","0",,
Wim Plast Ltd,WIMPLAST,"Housewares","601.7284368","496",,"0","0","0",,
Asian Granito India Ltd,ASIANTILES,"Building Products - Granite","601.40652442","47.8",,"0","0","0",,
GFL Ltd,GFLLIMITED,"Specialty Chemicals","599.23175","54.45",,"0","0","0",,
UTI-Nifty Next 50 Exchange Traded Fund,UTINEXT50,"Equity","599.22049201","46.96",,"0","0","0",,
Harita Seating Systems Ltd,HARITASEAT,"Auto Parts","595.5357612","766.55",,"0",,,,
SKM Egg Products Export India Ltd,SKMEGGPROD,"Packaged Foods & Meats","595.058","225.8",,"0","0","0",,
Zim Laboratories Ltd,ZIMLAB,"Pharmaceuticals","594.6985598699999","122.05",,"0","0","0",,
Oswal Greentech Ltd,OSWALGREEN,"Real Estate","590.6610657","22.95",,"0","0","0",,
Cool Caps Industries Ltd,COOLCAPS,"Plastic Products","590.138","518",,"0","0","0",,
Munjal Showa Ltd,MUNJALSHOW,"Auto Parts","589.5263","146.05",,"0","0","0",,
Niyogin Fintech Ltd,NIYOGIN,"Diversified Financials","586.7906015","61.2",,"0","0","0",,
Nahar Poly Films Ltd,NAHARPOLY,"Textiles","582.7353867","232.15",,"0","0","0",,
3i Infotech Ltd,3IINFOLTD,"IT Services & Consulting","582.06385","34.75",,"0","0","0",,
ASM Technologies Ltd,ASMTEC,"IT Services & Consulting","581.58517135","529.8",,"0","0","0",,
Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,"Specialty Chemicals","580.8092862","183.9",,"0","0","0",,
Munjal Auto Industries Ltd,MUNJALAU,"Auto Parts","579.5","58",,"0","0","0",,
Diamines and Chemicals Ltd,DIAMINESQ,"Commodity Chemicals","579.2167242","605.95",,"0","0","0",,
Arfin India Ltd,ARFIN,,"578.00676985","36.55",,"0","0","0",,
Nikhil Adhesives Ltd,NIKHILAD,,"577.50351","126.6",,"0","0","0",,
Jindal Poly Investment and Finance Company Ltd,JPOLYINVST,"Asset Management","576.7369845850001","543.85",,"0","0","0",,
Supershakti Metaliks Ltd,SUPERSHAKT,"Iron & Steel","576.2639","500",,"0","0","0",,
Tribhovandas Bhimji Zaveri Ltd,TBZ,"Precious Metals, Jewellery & Watches","576.2189037","85.75",,"0","0","0",,
Kamat Hotels (India) Ltd,KAMATHOTEL,"Hotels, Resorts & Cruise Lines","576.0141439949999","242.75",,"0","0","0",,
Dharmaj Crop Guard Ltd,DHARMAJ,"Fertilizers & Agro Chemicals","575.22997792","170.85",,"0","0","0",,
Chembond Chemicals Ltd,CHEMBOND,"Specialty Chemicals","571.82120576","418.15",,"0","0","0",,
Magadh Sugar & Energy Ltd,MAGADSUGAR,"Sugar","570.711015","424.5",,"0","0","0",,
NDR Auto Components Ltd,NDRAUTO,"Auto Parts","569.18232472","957.2",,"0","0","0",,
Salzer Electronics Ltd,SALZERELEC,"Electrical Components & Equipments","568.890542325","339",,"0","0","0",,"-22.24622030237581"
Nahar Industrial Enterprises Ltd,NAHARINDUS,"Textiles","567.073250625","126.8",,"0","0","0",,
Toyam Industries Ltd,TOYAMSL,"Diversified Financials","565.315","9.92",,"0","0","0",,
Jyoti Structures Ltd,JYOTISTRUC,"Power Transmission & Distribution","564.7296619","9.3",,"0","0","0",,
Kothari Petrochemicals Ltd,KOTHARIPET,"Commodity Chemicals","564.042744","93.95",,"0","0","0",,
Veritas (India) Ltd,VERITAS,"Commodities Trading","563.94835","214.5",,"0","0","0",,
Krishival Foods Ltd,KRISHIVAL,"FMCG - Foods","562.663948","280",,"0","0","0",,
Morganite Crucible (India) Ltd,MORGANITE,"Industrial Machinery","559.328","1005",,"0","0","0",,
Shri Jagdamba Polymers Ltd,SHRJAGP,"Textiles","558.41008","633",,"0","0","0",,
Trucap Finance Ltd,TRU,"Consumer Finance","557.528512345","49.55",,"0","0","0",,
Andhra Petrochemicals Ltd,ANDHRAPET,"Commodity Chemicals","553.7599172","65.23",,"0","0","0",,
HCL Infosystems Ltd,HCL-INSYS,"IT Services & Consulting","553.0726790399999","15.75",,"0","0","0",,
Banswara Syntex Ltd,BANSWRAS,"Textiles","545.83057938","148.4",,"0","0","0",,
Emkay Taps and Cutting Tools Ltd,EMKAYTOOLS,"Industrial Machinery","544.2363","486.2",,"0","0","0",,
Spencer's Retail Ltd,SPENCERS,"Retail - Department Stores","544.122594405","60.3",,"0","0","0",,
Birla Cable Ltd,BIRLACABLE,"Telecom Equipments","543.9","182.05",,"0","0","0",,
Affordable Robotic & Automation Ltd,AFFORDABLE,"Software Services","538.449942","515.3",,"0","0","0",,
Anjani Portland Cement Ltd,APCL,"Cement","537.5581812","182.35",,"0","0","0",,
IND Swift Laboratories Ltd,INDSWFTLAB,"Pharmaceuticals","537.3949917","91.25",,"0","0","0",,
Raghuvir Synthetics Ltd,RAGHUSYN,"Textiles","537.26875","139.85",,"0","0","0",,
Varanium Cloud Ltd,CLOUD,"IT Services & Consulting","536.9476042800001","140.2",,"0","0","0",,
Balaxi Pharmaceuticals Ltd,BALAXI,"Health Care Equipment & Supplies","535.55097","515.7",,"0","0","0",,
Dhanlaxmi Bank Ltd,DHANBANK,"Private Banks","532.59043682","21.05",,"0","0","0",,
U Y Fincorp Ltd,UYFINCORP,"Diversified Financials","531.335652897","27.93",,"0","0","0",,
Binny Ltd,BINNY,"Real Estate","531.31355505","243.45",,"0","0","0",,
Nagarjuna Fertilizers and Chemicals Ltd,NAGAFERT,"Fertilizers & Agro Chemicals","529.287527655","8.8",,"0","0","0",,
Hindustan Composites Ltd,HINDCOMPOS,"Auto Parts","528.656355","354.7",,"0","0","0",,
Music Broadcast Ltd,RADIOCITY,"Radio","527.3129057350001","88.8","0","0","33.33333333333333","66.66666666666666","3","-87.61261261261262"
Asian Energy Services Ltd,ASIANENE,"Oil & Gas - Exploration & Production","526.957926","139.8",,"0","0","0",,
Chemfab Alkalis Ltd,CHEMFAB,"Commodity Chemicals","526.90406175","364",,"0","0","0",,
MIC Electronics Ltd,MICEL,"Electrical Components & Equipments","524.82783291","23.7",,"0","0","0",,
Selan Exploration Technology Ltd,SELAN,"Oil & Gas - Exploration & Production","524.096","357.6",,"0","0","0",,
Orbit Exports Ltd,ORBTEXP,"Textiles","522.8637507100001","193.45",,"0","0","0",,
Kanoria Chemicals and Industries Ltd,KANORICHEM,"Specialty Chemicals","520.38759603","131.2",,"0","0","0",,
MIRC Electronics Ltd,MIRCELECTR,"Home Electronics & Appliances","519.64339275","22.1",,"0","0","0",,
Kilburn Engineering Ltd,KLBRENG-B,"Industrial Machinery","517.15597787","144.5",,"0","0","0",,
MMP Industries Ltd,MMP,"Metals - Aluminium","517.070187615","203.55",,"0","0","0",,
Urja Global Ltd,URJA,"Renewable Energy Equipment & Services","514.94430946","9.8",,"0","0","0",,
SAR Auto Products Ltd,SAPL,"Auto Parts","514.59192","1080",,"0","0","0",,
ShreeOswal Seeds and Chemicals Ltd,OSWALSEEDS,"Seeds","514.21385","336",,"0","0","0",,
Anuh Pharma Ltd,ANUHPHR,"Pharmaceuticals","512.64576","101.6",,"0","0","0",,
Plastiblends India Ltd,PLASTIBLEN,"Specialty Chemicals","511.597402","206.25",,"0","0","0",,
Algoquant Fintech Ltd,AQFINTECH,,"510.16546","629.35",,"0","0","0",,
International Conveyors Ltd,INTLCONV,"Industrial Machinery","508.93337","79.05",,"0","0","0",,
Aarti Surfactants Ltd,AARTISURF,"Specialty Chemicals","508.390852235","606.9",,"0","0","0",,
IFB Agro Industries Ltd,IFBAGRO,"Alcoholic Beverages","508.118936195","551.7",,"0","0","0",,
Phantom Digital Effects Ltd,PHANTOMFX,"Animation","507.9114","418.75",,"0","0","0",,
Sakar Healthcare Ltd,SAKAR,"Pharmaceuticals","505.3216","257.95",,"0","0","0",,
GKW Ltd,GKWLIMITED,"Logistics","504.16925","846.85",,"0","0","0",,
Donear Industries Ltd,DONEAR,"Textiles","502.32","96.3",,"0","0","0",,
Revathi Equipment Ltd,REVATHI,"Heavy Machinery","502.104573245","1622.85",,"0","0","0",,
Axita Cotton Ltd,AXITA,"Textiles","501.8679","25.65",,"0","0","0",,
HT Media Ltd,HTMEDIA,"Publishing","501.812066","22.45",,"0","0","0",,
Nahar Capital and Financial Services Ltd,NAHARCAP,"Asset Management","501.04531663999995","297.55",,"0","0","0",,
Stovec Industries Ltd,STOVACQ,"Industrial Machinery","500.93591856000006","2442.65",,"0","0","0",,
Exxaro Tiles Ltd,EXXARO,"Building Products - Ceramics","499.3103412","112",,"0","0","0",,
Kernex Microsystems (India) Ltd,KERNEX,"Software Services","499.03014216","319.45",,"0","0","0",,
Star Housing Finance Ltd,STARHFL,,"495.50961292200003","64.52",,"0","0","0",,
Hind Rectifiers Ltd,HIRECT,"Electrical Components & Equipments","494.45486475","290.7",,"0","0","0",,
Silver Touch Technologies Ltd,SILVERTUC,"IT Services & Consulting","494.17857","390.9",,"0","0","0",,
Goa Carbon Ltd,GOACARBON,"Metals - Coke","493.79076591999996","538.6",,"0","0","0",,
Arrow Greentech Ltd,ARROWGREEN,"Packaging","493.67733136000004","328.6",,"0","0","0",,
Shree Ganesh Remedies Ltd,SGRL,"Pharmaceuticals","493.536516525","389.95",,"0","0","0",,
Remus Pharmaceuticals Ltd,REMUS,"Pharmaceuticals","493.02783","3373.35",,"0","0","0",,
KSE Ltd,KSE,"Agro Products","491.264","1538",,"0","0","0",,
GRP Ltd,GRPLTD,"Tires & Rubber","490.63987733999994","3700.3",,"0","0","0",,
B&B Triplewall Containers Ltd,BBTCL,"Packaging","490.3211922","237.55",,"0","0","0",,
Mafatlal Industries Ltd,MAFATIND,,"486.34569526999996","69.61",,"0","0","0",,
Nectar Lifesciences Ltd,NECLIFE,"Pharmaceuticals","485.52500005","21.5",,"0","0","0",,
Suyog Telematics Ltd,SUYOG,"Construction & Engineering","484.95622","458.5",,"0","0","0",,
N R Agarwal Industries Ltd,NRAIL,"Paper Products","484.7890635","288.25",,"0","0","0",,
Arihant Capital Markets Ltd,ARIHANTCAP,"Diversified Financials","484.645084","49.55",,"0","0","0",,
State Trading Corporation of India Ltd,STCINDIA,"Commodities Trading","484.5","80.65",,"0","0","0",,
Aditya BSL Nifty ETF,BSLNIFTY,"Equity","481.92970355999995","22.47",,"0","0","0",,
Nupur Recyclers Ltd,NRL,"Metals - Diversified","480.479916","104.9",,"0","0","0",,
Kaya Ltd,KAYA,"Wellness Services","479.58278061000004","351.25",,"0","0","0",,
Amines and Plasticizers Ltd,AMNPLST,"Commodity Chemicals","478.83906","86.88",,"0","0","0",,
Sreeleathers Ltd,SREEL,"Footwear","477.68789756","208.75",,"0","0","0",,
Empire Industries Ltd,EMPIND,"Packaging","477.65984078","795",,"0","0","0",,
Yash Pakka Limited,PAKKA,"Paper Products","474.838895","123.85",,"0","0","0",,
Vaarad Ventures Ltd,VAARAD,"Conglomerates","474.8157","19.31",,"0","0","0",,
Kotyark Industries Ltd,KOTYARK,"Oil & Gas - Refining & Marketing","474.731013","562.55",,"0","0","0",,
CFF Fluid Control Ltd,CFF,,"473.22063","244",,"0","0","0",,
Digispice Technologies Ltd,DIGISPICE,"Telecom Equipments","472.38873623999996","20.55",,"0","0","0",,
Baid Finserv Ltd,BAIDFIN,"Consumer Finance","471.868419","38.15",,"0","0","0",,
Network People Services Technologies Ltd,NPST,"Software Services","471.726","766.5",,"0","0","0",,
Starlineps Enterprises Ltd,STARLENT,,"469.4778","108.5",,"0","0","0",,
Hindustan Media Ventures Ltd,HMVL,"Publishing","465.98544188999995","64.9",,"0","0","0",,
Sheetal Cool Products Ltd,SCPL,"FMCG - Foods","465.255","454.75",,"0","0","0",,
Solex Energy Ltd,SOLEX,"Industrial Machinery","463.48","607",,"0","0","0",,
Axtel Industries Ltd,AXTEL,"Industrial Machinery","463.077342","289.5",,"0","0","0",,
Waaree Technologies Ltd,WAAREE,"Specialty Chemicals","462.27620727","432",,"0","0","0",,
Om Infra Ltd,OMINFRAL,"Construction & Engineering","460.81372606499997","48.55",,"0","0","0",,
Vikas Lifecare Ltd,VIKASLIFE,"Plastic Products","459.8187392","3.1",,"0","0","0",,
Annapurna Swadisht Ltd,ANNAPURNA,"FMCG - Foods","459.73389","284.95",,"0","0","0",,
Balaji Telefilms Ltd,BALAJITELE,"Movies & TV Serials","459.63786343500004","44.9",,"0","0","0",,
Pondy Oxides and Chemicals Ltd,POCL,"Metals - Lead","459.17881","400.85",,"0","0","0",,
Singer India Ltd,SINGER,"Home Electronics & Appliances","456.010526628","73.57",,"0","0","0",,
Chemcrux Enterprises Ltd,CHEMCRUX,"Commodity Chemicals","453.2985924","322.35",,"0","0","0",,
V2 Retail Ltd,V2RETAIL,"Retail - Apparel","453.1203671","129.45",,"0","0","0",,"51.908396946564885"
Shish Industries Ltd,SHISHIND,"Plastic Products","451.78235212","399.85",,"0","0","0",,
