Name,Ticker,"Sub-Sector","Market Cap","Earnings Quality Rank","Fundamental Score","Price Momentum Rank","Price to Intrinsic Value Rank","Value Momentum Rank"
Rajnish Wellness Ltd,RAJNISH,"FMCG - Personal Products","1095.0763905","20",,"62",,"34"
Shakti Pumps India Ltd,SHAKTIPUMP,"Industrial Machinery","1087.1862274","83","5.56470588235294","66","89","80"
Shanti Educational Initiatives Ltd,SEIL,"Education Services","1085.462","13",,"11",,"1"
NIIT Ltd,NIITLTD,"Education Services","1082.9899677600001","99","6.74102564102564","31",,"29"
Avadh Sugar & Energy Ltd,AVADHSUGAR,"Sugar","1082.6962457","67","4.04776119402985","11","92","61"
Ashapura Minechem Ltd,ASHAPURMIN,"Metals - Diversified","1079.99338689","35","5.0625","92","92","97"
ULTRAMARINE & PIGMENTS Ltd,ULTRAMAR,"Commodity Chemicals","1077.188","42",,"35","85","56"
Transpek Industry Ltd,TRANSPEK,"Commodity Chemicals","1076.367074145","28",,"58","91","82"
Bigbloc Construction Ltd,BIGBLOC,"Building Products - Granite","1075.9757","88","4.65810810810811","47",,"24"
Punjab Chemicals and Crop Protection Ltd,PUNJABCHEM,"Diversified Chemicals","1064.23503615","36","5.78333333333333","22","92","45"
Control Print Ltd,CONTROLPR,"Electronic Equipments","1060.98967008","92","8.65714285714286","82","72","83"
Jindal Drilling and Industries Ltd,JINDRILL,"Oil & Gas - Equipment & Services","1060.12878432","20","8.65","75","85","94"
Likhitha Infrastructure Ltd,LIKHITHA,"Construction & Engineering","1059.2325","13",,"95","57","83"
Speciality Restaurants Ltd,SPECIALITY,"Restaurants & Cafes","1057.444503395","90","5.17857142857143","55",,"48"
Praveg Ltd,PRAVEG,,"1056.9497296","23",,,"11",
TGV SRAAC Ltd,TGVSL,"Commodity Chemicals","1054.7274402","64",,"30","98","83"
Ge Power India Ltd,GEPIL,"Construction & Engineering","1045.38717405","45","3.72698412698413","27",,"22"
De Nora India Ltd,DENORA,"Electrical Components & Equipments","1043.49164221","71","8.03285714285714","96","19","74"
Hi-Tech Pipes Ltd,HITECH,"Building Products - Pipes","1042.56367","23",,"93","68","84"
B L Kashyap and Sons Ltd,BLKASHYAP,"Construction & Engineering","1022.3704","88","2.73492063492063","75",,"82"
Dredging Corporation of India Ltd,DREDGECORP,"Dredging","1009.68","39",,"25",,"70"
Foods and Inns Ltd,FOODSIN,"FMCG - Foods","1006.8198892049999","23","5.3679104477612","83","24","68"
Indraprastha Medical Corporation Ltd,INDRAMEDCO,"Hospitals & Diagnostic Centres","1005.194445","64","5.21538461538462","62","85","84"
GRM Overseas Ltd,GRMOVER,"Agro Products","1004.7","10",,"4","91","22"
Vimta Labs Ltd,VIMTALABS,"Labs & Life Sciences Services","1003.429733425","92","5.34375","5","76","64"
Repro India Ltd,REPRO,"Stationery","1000.57346688","19","10","41",,"17"
GIC Housing Finance Ltd,GICHSGFIN,"Home Financing","997.3217423200001","57","3.93636363636364","86","100","100"
Agarwal Industrial Corporation Ltd,AGARIND,"Commodity Chemicals","996.93663685","40","5.84821428571429","44","90","70"
Talbros Automotive Components Ltd,TALBROAUTO,"Auto Parts","992.89729275","58","6.47118644067797","79","81","85"
Zota Health Care Ltd,ZOTA,"Pharmaceuticals","984.397793875","74",,"47","6","19"
Radiant Cash Management Services Ltd,RADIANTCMS,"Business Support Services","983.31335379",,,,,
Wardwizard Innovations & Mobility Ltd,WARDINMOBI,"Two Wheelers","982.0685982309999","71",,"33",,"10"
Faze Three Ltd,FAZE3Q,"Textiles","981.75803","22",,"47","76","51"
Finkurve Financial Services Ltd,FINKURVE,"Diversified Financials","981.755594322","94",,"85",,"66"
Linc Ltd,LINC,"Stationery","981.571206","56",,"93","4","72"
India Nippon Electricals Ltd,INDNIPPON,"Auto Parts","981.5435873600001","23","7.28305084745763","58","90","77"
Steel Cast Ltd,STEELCAS,"Iron & Steel","980.9316","19","4.4089552238806","77","58","71"
Vascon Engineers Ltd,VASCONEQ,"Construction & Engineering","973.58065728","43",,"60",,"67"
Ganesh Benzoplast Ltd,GANESHBE,"Specialty Chemicals","970.5960286899999","92","5.45196078431373","70","57","76"
India Motor Parts & Accessories Ltd,IMPAL,"Auto Parts","969.6336","38","5.86","35","93","61"
Shiva Cement Ltd,SHIVACEM,"Cement","968.175","1",,"19",,"3"
Chemcon Speciality Chemicals Ltd,CHEMCON,"Specialty Chemicals","965.21897135","24","6.37941176470588","25","88","53"
Manaksia Ltd,MANAKSIA,"Metals - Diversified","959.09082175","84","6.625","96","100","100"
Monarch Networth Capital Ltd,MONARCH,"Investment Banking & Brokerage","953.59627929","68",,"20","74","25"
Saint-Gobain Sekurit India Ltd,SAINTGOBAIN,"Auto Parts","952.5100935","99",,"67","67","72"
Jagsonpal Pharmaceuticals Ltd,JAGSNPHARM,"Pharmaceuticals","950.59443","56","5.62428571428572","18","37","6"
GTL Infrastructure Ltd,GTLINFRA,"Telecom Infrastructure","950.33270595","77","3.25","7",,"19"
Nahar Spinning Mills Ltd,NAHARSPING,"Textiles","949.59942799","62","6.66147540983606","30","100","82"
Renaissance Global Ltd,RGL,"Precious Metals, Jewellery & Watches","949.163846","29",,"40","97","80"
Kamdhenu Ventures Ltd,KAMOPAINTS,"Commodity Chemicals","945.7370175",,,,,
Spacenet Enterprises India Ltd,SPCENET,"Online Services","944.5965619799999","40",,"16",,"2"
D Link (India) Limited,DLINKINDIA,"Technology Hardware","934.487652","96","7.82857142857143","62","78","77"
Deccan Gold Mines Ltd,DECNGOLD,"Mining - Diversified","933.379971876","16",,,,
Dhunseri Ventures Ltd,DVL,"Specialty Chemicals","928.5062285399999","23","5.79347826086957","64","100","97"
Vinyl Chemicals India Ltd,VINYLINDIA,"Specialty Chemicals","924.7405077299999","31","6.77894736842105","35","68","28"
Lancer Container Lines Ltd,LANCER,"Logistics","921.4669728","98",,"63","37","61"
Bodal Chemicals Ltd,BODALCHEM,"Commodity Chemicals","920.150667975","25","3.33571428571429","22","85","76"
Century Enka Ltd,CENTENKA,"Textiles","918.7080145049999","35","6.77786885245902","41","100","83"
Ambika Cotton Mills Ltd,AMBIKCO,"Textiles","918.375875","71","7.81475409836066","40","100","86"
K&R Rail Engineering Ltd,KRRAIL,"Construction & Engineering","918.0404649149999","6",,"95","1","70"
Sigachi Industries Ltd,SIGACHI,"Commodity Chemicals","916.1265","13",,"20","70","19"
Sastasundar Ventures Ltd,SASTASUNDR,"Diversified Financials","915.3471375","1","6.26666666666667","15","80","19"
Balmer Lawrie Investments Ltd,BLIL,"Conglomerates","914.74945549","42",,,,
Tracxn Technologies Ltd,TRACXN,"IT Services & Consulting","914.5628521950001","68",,,,
Vardhman Holdings Ltd,VHL,"Diversified Financials","913.35377248","21",,"48","100","93"
RSWM Ltd,RSWM,"Textiles","907.8849591","32","4.28524590163934","37","100","86"
Ncl Industries Ltd,NCLIND,"Cement","907.14360345","21","5.77567567567568","33","95","88"
HLV Ltd,HLVLTD,"Hotels, Resorts & Cruise Lines","906.482361125","20","4.21111111111111","37",,"12"
Medicamen Biotech Ltd,MEDICAMEQ,"Pharmaceuticals","906.1350375","23","3.38571428571429","11","22","2"
Beekay Steel Industries Ltd,BEEKAY,"Iron & Steel","900.1054941399999","20",,"50","100","79"
Omaxe Ltd,OMAXE,"Real Estate","896.212646","81",,"9",,"6"
Ester Industries Ltd,ESTER,"Commodity Chemicals","895.2320028649999","7","5.69375","19","100","64"
Enkei Wheels (India) Ltd,ENKEIWHEL,"Auto Parts","889.487679075","42",,"64",,"67"
Bliss GVS Pharma Ltd,BLISSGVS,"Pharmaceuticals","887.46030958","16","5.71571428571429","16","92","45"
Antony Waste Handling Cell Ltd,AWHCL,"Environmental Services","881.7110889","32","7.6","16","93","79"
Ramco Systems Ltd,RAMCOSYS,"IT Services & Consulting","881.172324225","31","3.35714285714286","4",,"53"
Focus Lighting and Fixtures Ltd,FOCUS,"Home Electronics & Appliances","878.468491225","87",,"98","1","73"
Coffee Day Enterprises Ltd,COFFEEDAY,"Restaurants & Cafes","876.69463385","8",,"5",,"23"
HDFC Nifty 50 ETF,HDFCNIFTY,"Equity","875.43042121",,,,,
Quick Heal Technologies Ltd,QUICKHEAL,"IT Services & Consulting","874.391695225","95",,"2","100","56"
Royal Orchid Hotels Ltd,ROHLTD,"Hotels, Resorts & Cruise Lines","874.3158542","33","5.71111111111111","53",,"41"
Summit Securities Ltd,SUMMITSEC,"Asset Management","872.960113575","64",,"53","92","82"
Kamdhenu Ltd,KAMDHENU,"Iron & Steel","868.5351975","69",,"91","72","88"
Hercules Hoists Ltd,HERCULES,"Industrial Machinery","868.32","16","4.66666666666667","92","37","78"
National Peroxide Ltd,NATPEROX,"Commodity Chemicals","867.193565","24",,"33",,"18"
Chaman Lal Setia Exports Ltd,CLSEL,"Packaged Foods & Meats","860.3289365","8","7.58333333333333","81","90","90"
Orient Paper and Industries Ltd,ORIENTPPR,"Paper Products","859.3512831","5","3.2","67",,"68"
Forbes & Company Ltd,FORBESCO,"Conglomerates","856.98404704","17",,"35","32","31"
Bajaj Healthcare Ltd,BAJAJHCARE,"Pharmaceuticals","852.376584","12","5.23857142857143","8","93","32"
Navkar Corporation Ltd,NAVKARCORP,"Logistics","851.185968555","18","4.46","11",,"59"
Man Industries India Ltd,MANINDS,"Building Products - Pipes","851.0592588","93","6.4968253968254","79","97","99"
Capital India Finance Ltd,CIFL,"Diversified Financials","846.21515436","1",,"33",,"15"
Kopran Ltd,KOPRAN,"Pharmaceuticals","839.8287391","7","4.63357142857143","14","93","36"
Global Surfaces Ltd,GSLSU,"Building Products - Ceramics","837.88854186","32",,,"63",
KP ENERGY Ltd,KPEL,"Renewable Energy","833.06925","96",,"53","30","34"
HP Adhesives Ltd,HPAL,"Diversified Chemicals","832.293224365","4","4.69411764705882","28","4","6"
Yuken India Ltd,YUKEN,"Industrial Machinery","823.355","28","4.23921568627451","83","23","65"
SMS Pharmaceuticals Ltd,SMSPHARMA,"Pharmaceuticals","819.85491055","20","3.91285714285714","8","93","31"
Associated Alcohols & Breweries Ltd,ASALCBR,"Alcoholic Beverages","818.264592","77","7.8125","3","90","35"
Hexa Tradex Ltd,HEXATRADEX,"Commodities Trading","818.17406624","5","2.27368421052632","16",,"6"
Oriental Carbon & Chemicals Ltd,OCCL,"Commodity Chemicals","815.7409622600001","67","4.44375","17","85","49"
Dynamic Cables Ltd,DYCL,"Cables","811.87632","97",,"88","69","89"
M K Proteins Ltd,MKPL,"FMCG - Household Products","811.366578",,,,,
Kirloskar Electric Company Ltd,KECL,"Heavy Electrical Equipments","810.583736555","38",,"95","68","89"
Rhetan TMT Ltd,RHETAN,,"809.625","4",,,,
Centrum Capital Ltd,CENTRUM,"Diversified Financials","809.54437971","2","1.44","27",,"13"
Gloster Ltd,GLOSTERLTD,"Textiles","809.1993607","36",,"59","97","91"
Onmobile Global Ltd,ONMOBILE,"Software Services","808.782385125","6",,"1",,"3"
Kalyani Investment Company Ltd,KICL,"Asset Management","807.84352836","23",,"55","97","90"
Nelcast Ltd,NELCAST,"Iron & Steel","803.891088","77","2.62686567164179","77","59","83"
Allsec Technologies Ltd,ALLSEC,"IT Services & Consulting","803.59312161","80","7.33333333333333","33","70","48"
Orient Green Power Company Ltd,GREENPOWER,"Renewable Energy","803.2746553899999","60","4.66666666666667","45",,"76"
Mangalam Cement Ltd,MANGLMCEM,"Cement","800.30885829","57","5.38243243243243","7","97","68"
IST Ltd,ISTLTD,"Industrial Machinery","799.63319816","33",,"65","99","91"
Menon Bearings Ltd,MENONBE,"Auto Parts","795.768","84","6.82457627118644","90","63","86"
Atul Auto Ltd,ATULAUTO,"Three Wheelers","795.058862965","1","3.5","95","28","67"
Lincoln Pharmaceuticals Ltd,LINCOLN,"Pharmaceuticals","794.97990432","72","7.03714285714286","63","96","88"
Shreyas Shipping and Logistics Ltd,SHREYAS,"Logistics","791.898427645","10","6.3375","20","100","72"
Indo Amines Ltd,INDOAMIN,"Specialty Chemicals","787.2173306","24","3.2156862745098","39","62","28"
Kellton Tech Solutions Ltd,KELLTONTEC,"IT Services & Consulting","784.312741875","30","4.31538461538462","2","97","32"
Sutlej Textiles and Industries Ltd,SUTLEJTEX,"Textiles","782.2816605","58","4.11311475409836","25","100","82"
Jubilant Industries Ltd,JUBLINDS,"Diversified Chemicals","782.208548415","90","4.44444444444444","45","89","65"
Premier Explosives Ltd,PREMEXPLN,"Commodity Chemicals","779.053476745","13","1.19375","41","3","13"
Rushil Decor Ltd,RUSHIL,"Building Products - Laminates","778.46753306","25","2.76666666666667","9","56","9"
Andhra Cements Ltd,ACL,"Cement","778.3937223","2",,,,
Dolat Algotech Ltd,DOLATALGO,"Investment Banking & Brokerage","777.92","60","6.69333333333333","16","100","77"
Panacea Biotec Ltd,PANACEABIO,"Biotechnology","776.9657130100001","50","5.66666666666667","4",,"3"
Texmaco Infrastructure & Holdings Ltd,TEXINFRA,"Real Estate","775.39080015","10","4.11666666666667","15",,"7"
Peninsula Land Ltd,PENINLAND,"Real Estate","772.4342086","92","4.17857142857143","61","94","88"
Orient Bell Ltd,ORIENTBELL,"Building Products - Ceramics","771.9438446600001","17","4.00238095238095","9","44","7"
SMC Global Securities Ltd,SMCGLOBAL,"Investment Banking & Brokerage","771.1155","5","5.85833333333333","23","99","81"
Dharamsi Morarji Chemical Co Ltd,DMCC,"Diversified Chemicals","770.39453037","15","4.58888888888889","25","47","17"
Integra Engineering India Ltd,INTEGRAEN,"Industrial Machinery","768.0621306","60",,"100","22","55"
Dcm Shriram Industries Ltd,DCMSRIND,"Packaged Foods & Meats","767.2710717","18","4.42164179104478","11","96","56"
Snowman Logistics Ltd,SNOWMAN,"Logistics","761.085817225","15","4.79545454545455","40",,"53"
Shankar Lal Rampal Dye-Chem Ltd,SRD,"Commodities Trading","759.2856786","20",,"32","61","17"
Wardwizard Foods and Beverages Ltd,WARDWIZFBL,,"758.34272",,,"2",,"1"
Elin Electronics Ltd,ELIN,"Electronic Equipments","758.0479933","36",,,"78",
Automobile Corp Of Goa Ltd,ACGL,"Trucks & Buses","757.5159061300001","27",,"47","55","31"
Master Trust Ltd,MASTERTR,"Diversified Financials","756.358764","36",,"79","85","92"
Heubach Colorants India Ltd,HEUBACHIND,"Specialty Chemicals","751.42793389","42","5.25294117647059","25","75","29"
GHCL Textiles Ltd,GHCLTEXTIL,"Textiles","750.8263490300001",,,,,
D P Wires Ltd,DPWIRES,"Iron & Steel","748.13952","36","6.57985074626866","65","63","61"
TVS Electronics Ltd,TVSELECT,"Technology Hardware","745.73296523","98","6.375","96","16","78"
Eldeco Housing and Industries Ltd,ELDEHSG,"Real Estate","741.752355","46","7.09107142857143","47","81","67"
Visaka Industries Ltd,VISAKAIND,"Cement","735.7365314","5",,"9","89","43"
Cheviot Co Ltd,CHEVIOT,"Textiles","734.269340625","90",,"30","99","77"
Hi-Tech Gears Ltd,HITECHGEAR,"Auto Parts","733.17192","30",,"95",,"90"
Beta Drugs Ltd,BETA,"Pharmaceuticals","728.725282",,,"16",,
Sandesh Ltd,SANDESH,"Publishing","728.1783002","42","8.135","48","94","79"
Arihant Superstructures Ltd,ARIHANTSUP,"Real Estate","727.914440835","63",,"20","81","29"
Marine Electricals (India) Ltd,MARINE,"Electrical Components & Equipments","727.42173375","90","3.89571428571429","95",,"86"
Gandhi Special Tubes Ltd,GANDHITUBE,"Auto Parts","725.59592","86","5.62835820895522","78","82","87"
Tuticorin Alkali Chemicals and Fertilizers Ltd,TUTIALKA,"Commodity Chemicals","725.16686016","19",,"59",,"53"
Tamilnadu Petroproducts Ltd,TNPETRO,"Commodity Chemicals","722.02107885","72","6.90446428571429","16","100","77"
S Chand and Company Ltd,SCHAND,"Education Services","721.6032146399999","37","2.605","22","95","86"
Quint Digital Media Ltd,QUINT,,"718.33562808","28",,"16",,"1"
Iris Clothings Ltd,IRISDOREME,"Retail - Apparel","716.7611258100001","31","5.44117647058824","98","10","74"
Ruby Mills Ltd,RUBYMILLS,"Textiles","715.9504","75",,"36","78","56"
Jeena Sikho Lifecare Ltd,JSLL,"Pharmaceuticals","712.6575072",,,"73",,
Emami Paper Mills Ltd,EMAMIPAP,"Paper Products","711.77132325","81","5.49","16","97","76"
Shilchar Technologies Ltd,SHILCTECH,"Electronic Equipments","709.654673","60",,"92","24","73"
Black Rose Industries Ltd,BLACKROSE,"Conglomerates","708.645","79",,"14","74","16"
APM Finvest Ltd,MUFIN,,"707.41238082","6",,"94",,"70"
Tourism Finance Corporation of India Ltd,TFCILTD,"Specialized Finance","702.19392096","56","5.55909090909091","72","97","96"
Nitta Gelatin India Ltd,NITTAGELA,"Specialty Chemicals","702.0914428","44",,"87","77","89"
ZF Steering Gear (India) Ltd,ZFSTEERING,"Auto Parts","701.8651215","11",,"64","63","65"
Voith Paper Fabrics India Ltd,VOITHPAPR,"Textiles","701.21066","87",,"65","70","70"
Swelect Energy Systems Ltd,SWELECTES,"Electrical Components & Equipments","695.408115","20","3.77428571428571","55","85","79"
Rane Brake Linings Ltd,RBL,"Auto Parts","693.021584505","66","5.2635593220339","70","85","88"
Deccan Cements Ltd,DECCANCE,"Cement","692.0405375","55","6.71081081081081","11","90","70"
Zuari Agro Chemicals Ltd,ZUARI,"Fertilizers & Agro Chemicals","689.33071834","37","1.65294117647059","18","100","70"
AGI Infra Ltd,AGIIL,"Real Estate","686.5185804","83",,"33","67","40"
Syncom Formulations (India) Ltd,SYNCOMF,"Pharmaceuticals","686.2","13",,,,
Jayant Agro-Organics Ltd,JAYAGROGN,"Specialty Chemicals","684.3","66",,"36","99","79"
Innovana Thinklabs Ltd,INNOVANA,"Software Services","683.265",,,,,
AGS Transact Technologies Ltd,AGSTRA,"Business Support Services","681.98016936","72",,"36",,"33"
Apex Frozen Foods Ltd,APEX,"Packaged Foods & Meats","679.375","34","5.19477611940299","5","83","26"
Windlas Biotech Ltd,WINDLAS,"Pharmaceuticals","678.553509375","37","6.19375","41","85","59"
Davangere Sugar Company Ltd,DAVANGERE,,"677.4081264","3",,"77",,"59"
LIC MF ETF-Sensex,LICNETFSEN,"Equity","676.6234261679999",,,,,
Allied Digital Services Ltd,ADSL,"IT Services & Consulting","669.8590316","38","6.28333333333333","2","82","22"
Paramount Communications Ltd,PARACABLES,"Cables","667.9928396","50","4.48142857142857","95",,"84"
Bhageria Industries Ltd,BHAGERIA,"Specialty Chemicals","666.6648495","57","5.60098039215686","20","98","67"
Mold-Tek Technologies Ltd,MOLDTECH,"Construction & Engineering","665.7704039","76","6.70079365079365","90","30","74"
PREVEST DENPRO LTD,PREVEST,,"665.08623","94",,"16","21","3"
Muthoot Capital Services Ltd,MUTHOOTCAP,"Diversified Financials","664.727046195","40","3.27608695652174","67","97","95"
BMW Industries Ltd,BMW,"Iron & Steel","664.005057","35",,"76",,"86"
Mirza International Ltd,MIRZAINT,"Footwear","661.987101","92","6.56","65","100","97"
Rajapalayam Mills Ltd,RAJPALAYAM,"Textiles","660.62733","12",,"34","100","66"
Aurum Proptech Ltd,AURUM,"IT Services & Consulting","660.415347605","1","3.66818181818182","3",,"1"
Jagatjit Industries Ltd,JAGAJITIND,"Alcoholic Beverages","660.2139433","22",,"70",,"50"
Saurashtra Cement Ltd,SAURASHCEM,"Cement","658.619321764","10",,"18",,"5"
Ravindra Energy Ltd,RELTD,"Electrical Components & Equipments","658.0155582","40",,"41",,"23"
Entertainment Network (India) Ltd,ENIL,"Radio","657.136670775","29","3.37692307692308","1","74","26"
Sukhjit Starch and Chemicals Ltd,SUKHJITS,"Agro Products","656.35833","87",,"15","98","70"
Dr Agarwal's Eye Hospital Ltd,DRAGARWQ,"Hospitals & Diagnostic Centres","656.2845","30",,"57","60","64"
Sunshield Chemicals Ltd,SUNSHIEL,"Specialty Chemicals","654.1649829","83",,"56","12","34"
EFC (1) Ltd,EFCIL,,"652.88582926",,,,,
UTI Gold Exchange Traded Fund,GOLDSHARE,"Gold","651.5397",,,,,
Automotive Stampings and Assemblies Ltd,ASAL,"Auto Parts","649.8850231050001","97","3.04237288135593","40",,"29"
Dynacons Systems and Solutions Ltd,DSSL,"IT Services & Consulting","648.4894572","69",,"50","41","29"
Benares Hotels Ltd,BENARAS,"Hotels, Resorts & Cruise Lines","647.66","91",,"77","18","58"
CSL Finance Ltd,CSLFINANCE,"Specialized Finance","647.0782932","7",,"66","76","84"
