Name,Ticker,"Sub-Sector","Market Cap","Close Price","Value Momentum Rank","Price to Intrinsic Value Rank","Price Momentum Rank","Fundamental Score","Earnings Quality Rank"
Barbeque-Nation Hospitality Ltd,BARBEQUE,"Restaurants & Cafes","2665.76020039","673.95","1","2","2","4.3","5"
Texmaco Rail & Engineering Ltd,TEXRAIL,"Rail","2665.0827306","84","68",,"78","4.82857142857143","9"
Unichem Laboratories Ltd,UNICHEMLAB,"Pharmaceuticals","2656.05691875","379.8","10","43","21","4.605","3"
SBI-ETF Gold,SETFGOLD,"Gold","2644.090741","52.53",,,,,
Jain Irrigation Systems Ltd,JISLJALEQS,"Agricultural & Farm Machinery","2639.623759345","41.7","82",,"56",,"18"
Camlin Fine Sciences Ltd,CAMLINFINE,"Specialty Chemicals","2638.31187873","156.75","47","66","74","4.6343137254902","13"
TCNS Clothing Co Ltd,TCNSBRANDS,"Apparel & Accessories","2634.12608519","418.15","2","5","17","3.86176470588235","31"
Paras Defence and Space Technologies Ltd,PARAS,"Aerospace & Defense Equipments","2624.7041053","687.05","7","6","31","4.85","22"
Ashoka Buildcon Ltd,ASHOKA,"Construction & Engineering","2607.91868593","92.6","97","100","44","5.98333333333333","85"
India Pesticides Ltd,IPL,"Fertilizers & Agro Chemicals","2604.9985509599996","224.45","15",,"22",,"22"
Siyaram Silk Mills Ltd,SIYSIL,"Textiles","2595.6650304","554.5","81","93","51","4.96393442622951","83"
Nippon India ETF Liquid BeES,LIQUIDBEES,"Debt","2580.8388","1000",,,,,
PSP Projects Ltd,PSPPROJECT,"Construction & Engineering","2578.32","735.9","57","74","68","6.96904761904762","95"
Astec Lifesciences Ltd,ASTEC,"Fertilizers & Agro Chemicals","2575.4574273599997","1309.6","26","43","19","4.92794117647059","5"
Best Agrolife Ltd,BESTAGRO,"Diversified Chemicals","2560.725342","1072.25","33","69","36","5.02352941176471","8"
Stylam Industries Ltd,STYLAMIND,"Construction & Engineering","2551.1067315","1521.1","67","58","64","6.62619047619047","36"
Lumax AutoTechnologies Ltd,LUMAXTECH,"Auto Parts","2536.488991575","368.9","88","69","92","6.00423728813559","87"
SOM Distilleries and Breweries Ltd,SDBL,"Alcoholic Beverages","2527.19177275","324.65","61",,"79","6.5","28"
Fiem Industries Ltd,FIEMIND,"Auto Parts","2518.33086795","1944.95","87","83","64","6.17796610169491","69"
J Kumar Infraprojects Ltd,JKIL,"Construction & Engineering","2508.3115239","333.9","80","93","32","6.03809523809524","94"
Swaraj Engines Ltd,SWARAJENG,"Tractors","2507.9546028","2031.4","90","85","83","6","86"
Grauer And Weil (India) Ltd,GRAUWEIL,"Specialty Chemicals","2492.62972125","108.6","84","62","94","5.16666666666667","60"
Sanghvi Movers Ltd,SANGHVIMOV,"Business Support Services","2489.49288","570.65","74","17","86","3.69210526315789","66"
Eveready Industries India Ltd,EVEREADY,"Batteries","2476.4549482","338","14","2","38",,"46"
Sadhana Nitro Chem Ltd,SADHNANIQ,"Specialty Chemicals","2459.46690957","99.45",,,,,
Fino Payments Bank Ltd,FINOPB,"Private Banks","2449.82905088","295.95","64","47","47","6.20322580645161","24"
RattanIndia Power Ltd,RTNPOWER,"Power Generation","2443.3981663","4.75","31",,"18","2.92857142857143","74"
Dishman Carbogen Amcis Ltd,DCAL,"Labs & Life Sciences Services","2438.761042725","154.95","87","90","44","3.1","19"
Sharda Motor Industries Ltd,SHARDAMOTR,"Auto Parts","2436.95305295","818.4","81","88","55","7.4771186440678","87"
Venus Pipes & Tubes Ltd,VENUSPIPES,"Iron & Steel","2427.0088338","1196.95","73","45","95",,"6"
Aditya Vision Ltd,AVL,"Retail - Speciality","2417.24736","1983.85","14","6","38",,"9"
Ugro Capital Ltd,UGROCAP,"Investment Banking & Brokerage","2413.93434994","260.35","61","58","59","4.38","2"
Thanga Mayil Jewellery Ltd,THANGAMAYL,"Precious Metals, Jewellery & Watches","2412.03971142","879.45","31","43","47","6.7","28"
Cartrade Tech Ltd,CARTRADE,"Online Services","2399.1535235700003","521.45","3","36","19","5.68333333333333","20"
ISMT Ltd,ISMTLTD,"Iron & Steel","2396.498529425","82.1","89",,"95","3.20970149253731","34"
Precision Camshafts Ltd,PRECAM,"Auto Parts","2381.769812625","243.25","67","25","77","4.61186440677966","82"
TVS Srichakra Ltd,TVSSRICHAK,"Tires & Rubber","2373.532359","3122.65","62","56","81","4.11","6"
Gulf Oil Lubricants India Ltd,GULFOILLUB,"Commodity Chemicals","2354.012199","480.5","87","97","48","5.48303571428571","24"
Puravankara Ltd,PURVA,"Real Estate","2352.52488512","97.6","22",,"31","3.96785714285714","58"
Vindhya Telelinks Ltd,VINDHYATEL,"Telecom Equipments","2345.582059275","1969.5","96","97","81","6.91","20"
ADF Foods Ltd,ADFFOODS,"Packaged Foods & Meats","2339.65511912","1078.9","46","23","64","7.24402985074627","60"
Banco Products (India) Ltd,BANCOINDIA,"Auto Parts","2332.2231765","330.2","77",,"96","7.95169491525424","31"
Imagicaaworld Entertainment Ltd,IMAGICAA,"Theme Parks & Gaming","2331.88556392","47.7","23",,"45","4","38"
Aurionpro Solutions Ltd,AURIONPRO,"IT Services & Consulting","2326.585129575","988.95","47","73","47","4.62727272727273","94"
Bombay Dyeing and Mfg Co Ltd,BOMDYEING,"Textiles","2318.3542525","111.65","49",,"40","3.25409836065574","72"
Kingfa Science and Technology (India) Ltd,KINGFA,"Commodity Chemicals","2316.186218555","1903.55","81","37","98","3.36339285714286","91"
Balmer Lawrie and Company Ltd,BALMLAWRIE,"Conglomerates","2306.8418825400004","134.35","65","88","38","5.27777777777778","34"
Orissa Minerals Development Company Ltd,ORISSAMINE,"Mining - Diversified","2303.82","3869.5","50",,"65",,"78"
Bhansali Engg Polymers Ltd,BEPL,"Commodity Chemicals","2291.9864166","90.6","89","92","64","8.45446428571429","71"
Ganesha Ecosphere Ltd,GANECOS,"Textiles","2272.391319855","1033.95","37","55","85","5.59180327868853","10"
Sanghi Industries Ltd,SANGHIIND,"Cement","2269.39391","89.3","20",,"33","2.45540540540541","40"
Novartis India Ltd,NOVARTIND,"Pharmaceuticals","2235.381306395","828.65","16","72","13","2.735","56"
Cigniti Technologies Ltd,CIGNITITEC,"Software Services","2230.709886405","813.45","87","90","69","5.9448717948718","95"
SeQuent Scientific Ltd,SEQUENT,"Pharmaceuticals","2230.029423875","89","1",,"3","4.72714285714286","27"
MM Forgings Ltd,MMFL,"Iron & Steel","2221.55712","916.6","61","85","60","3.78283582089552","58"
Confidence Petroleum India Ltd,CONFIPET,"Oil & Gas - Storage & Transportation","2216.713059015","78.15","62","72","52","7.06764705882353","20"
Sundaram Finance Holdings Ltd,SUNDARMHLD,"Diversified Financials","2216.5965228","98.75",,,,"5.14661016949153",
Heritage Foods Ltd,HERITGFOOD,"FMCG - Foods","2205.29694","247.35","65","74","40","4.71567164179105","83"
Honda India Power Products Ltd,HONDAPOWER,"Industrial Machinery","2202.26357552","2154.2","83","75","74","5.7","99"
Gufic Biosciences Ltd,GUFICBIO,"Pharmaceuticals","2199.67084114","238.55","24","74","22","5.78571428571429","61"
Kesoram Industries Ltd,KESORAMIND,"Tires & Rubber","2199.4987340400003","71.4","46",,"49","1.97567567567568","45"
Mayur Uniquoters Ltd,MAYURUNIQ,"Textiles","2198.948578","500.45","36","75","64","5.175","23"
IOL Chemicals and Pharmaceuticals Ltd,IOLCP,"Commodity Chemicals","2188.5411145599996","371.2","83","93","21","8.00928571428571","22"
HIL Ltd,HIL,"Cement","2188.07916327","2938","27","76","17","6.1","17"
ICICI Prudential Nifty ETF,ICICINIFTY,"Equity","2180.653534008","218.15",,,,,
Paisalo Digital Ltd,PAISALO,"Consumer Finance","2177.7566515","49","29",,"17","4.62391304347826","6"
Bajaj Hindusthan Sugar Ltd,BAJAJHIND,"Sugar","2174.8638011099997","18","82",,"49","2.37313432835821","11"
CARE Ratings Ltd,CARERATING,"Stock Exchanges & Ratings","2166.1431006","743.95","89","68","95","5.91666666666667","80"
NRB Bearings Ltd,NRBBEARING,"Industrial Machinery","2165.250884","230.35","68","50","60","3.91372549019608","30"
Greenply Industries Ltd,GREENPLY,"Wood Products","2165.0934762","175.35","24","70","29","5.6875","17"
Tarc Ltd,TARC,"Real Estate","2163.05613555","73.25","35",,"57",,"25"
Bharat Bijlee Ltd,BBL,"Heavy Electrical Equipments","2161.0435128","3787.8","83","63","92","4.75714285714286","24"
Vadilal Industries Ltd,VADILALIND,"FMCG - Foods","2154.2645293","2921.55","11","25","30","4.17313432835821","40"
Rupa & Company Ltd,RUPA,"Apparel & Accessories","2132.8486992","268.35","17","46","20","5.87205882352941","49"
Dollar Industries Ltd,DOLLAR,"Apparel & Accessories","2131.6753702","363.6","42","79","17","6.52941176470588","63"
Ashiana Housing Ltd,ASHIANA,"Real Estate","2129.94718019","206.95","49",,"65","3.49285714285714","45"
Sandhar Technologies Ltd,SANDHAR,"Auto Parts","2126.53771364","346.5","76",,"84","4.35423728813559","11"
Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,"Home Electronics & Appliances","2125.968011655","1184.6","6","28","12","5.67272727272727","97"
Meghmani Organics Ltd,MOL,"Commodity Chemicals","2123.52366185","83.3",,,,"4.40147058823529","5"
Federal-Mogul Goetze (India) Ltd,FMGOETZE,"Auto Parts","2110.40485155","377.7","80","59","78",,"53"
Pilani Investment And Industries Corporation Ltd,PILANIINVS,"Asset Management","2107.54742625","1909.1","88","99","52","4.92826086956522","20"
Vishnu Chemicals Ltd,VISHNU,"Diversified Chemicals","2101.304918","348.2","31","67","33",,"54"
Styrenix Performance Materials Ltd,STYRENIX,"Commodity Chemicals","2095.503075","1171.4","99","100","77","6.06964285714286","95"
Jain Irrigation Systems Ltd,JISLDVREQS,"Agricultural & Farm Machinery","2091.93425563","20.65",,,"30","4.666666666666666","19"
Huhtamaki India Ltd,HUHTAMAKI,"Packaging","2078.74123335","270.8","84","69","84","4.635","50"
Accelya Solutions India Ltd,ACCELYA,"Software Services","2071.01871375","1394.35","26","63","21","4.43076923076923","96"
Savita Oil Technologies Ltd,SOTL,"Commodity Chemicals","2068.17542095","300","84","99","42",,"97"
Paushak Ltd,PAUSHAKLTD,"Specialty Chemicals","2065.67903451","6703.35","6","34","21",,"64"
Wendt (India) Limited,WENDT,"Industrial Machinery","2059.36","10296.8","74","21","95","5.22058823529412","75"
Garware Hi-Tech Films Ltd,GRWRHITECH,"Commodity Chemicals","2052.00120005","894.15","72","93","37","6.41607142857143","49"
Aptech Ltd,APTECHT,"Education Services","2050.93179226","347","51","64","59","6.45","99"
Lumax Industries Ltd,LUMAXIND,"Auto Parts","2042.5822664400002","2104.7","63","73","96","3.0864406779661","35"
Ddev Plastiks Industries Ltd,DDEVPLASTIK,,"2036.42074752","198.05",,,,,
Manorama Industries Ltd,MANORAMA,"Packaged Foods & Meats","2035.7843499","1679.65","17","5","45",,"5"
IndoStar Capital Finance Ltd,INDOSTAR,"Consumer Finance","2033.705063775","156.9","92","93","31",,"11"
Agro Tech Foods Ltd,ATFL,"Packaged Foods & Meats","2016.1817565","833.05","50","20","60","4.59477611940299","9"
Amrutanjan Health Care Ltd,AMRUTANJAN,"Pharmaceuticals","2012.96393481","686.4","6","63","9","6.77428571428571","98"
Rama Steel Tubes Ltd,RAMASTEEL,"Building Products - Pipes","1998.09109125","39","55",,"76",,"16"
MPS Ltd,MPSLTD,"Publishing","1987.5406841650001","1209.5","80","81","48","7.72","90"
Kotak Gold Etf,KOTAKGOLD,"Gold","1984.1380216000002","51.19",,,,,
Shalby Ltd,SHALBY,"Hospitals & Diagnostic Centres","1975.432644","189","46","66","45","6.2","19"
Yasho Industries Ltd,YASHO,"Specialty Chemicals","1975.367368","1762.15","26","50","44",,"6"
IIFL Securities Ltd,IIFLSEC,"Diversified Financials","1971.6794472","64.6","81","97","31","4.96166666666667","72"
Xpro India Ltd,XPROINDIA,"Plastic Products","1967.58418392","951.8","26","29","45","3.98725490196078","75"
Jaiprakash Associates Ltd,JPASSOCIAT,"Conglomerates","1963.676512","7.8","3",,"11","3.18888888888889","27"
GNA Axles Ltd,GNA,"Auto Parts","1956.785864","916.4","87","81","98","7.33559322033898","40"
Alembic Ltd,ALEMBICLTD,"Pharmaceuticals","1952.8258019400002","78.55","62","90","22","3.58928571428571","78"
Prataap Snacks Ltd,DIAMONDYD,"Packaged Foods & Meats","1952.66900928","821.05","4","32","9","3.68208955223881","23"
Vidhi Specialty Food Ingredients Ltd,VIDHIING,"Commodity Chemicals","1947.105825","390.25","20","53","37","5.66470588235294","16"
Supriya Lifescience Ltd,SUPRIYA,"Pharmaceuticals","1946.878932","239.8","62","69","2","8.01357142857143","26"
Nelco Ltd,NELCO,"Communication & Networking","1945.154508","827.2","3","3","14","6.075","93"
Thirumalai Chemicals Ltd,TIRUMALCHM,"Commodity Chemicals","1942.3026364","190.3","33","71","29","4.99642857142857","3"
Jagran Prakashan Ltd,JAGRAN,"Publishing","1939.29956352","102.1","86","92","35","4.715","66"
Wheels India Ltd,WHEELS,"Auto Parts","1932.98562135","803.25","67","79","56","3.31610169491525","49"
Repco Home Finance Ltd,REPCOHOME,"Consumer Finance","1915.94171125","309.7","97","99","57","3.63260869565217","54"
Virescent Renewable Energy Trust,VIRESCENT,"Renewable Energy","1909.5","100.94",,,,,
Spicejet Ltd,SPICEJET,"Airlines","1907.85075805","29.84","12",,"9",,"74"
HDFC Gold Exchange Traded Fund,HDFCGOLD,"Gold","1906.0882018","52.55",,,,,
ICICI Prudential Gold ETF,ICICIGOLD,"Gold","1905.052968","52.55",,,,,
Nippon India ETF Junior BeES,JUNIORBEES,"Equity","1901.11000107","470.12",,,,,
Carysil Ltd,CARYSIL,"Home Furnishing","1896.9588882","692.3","15","47","42","6.62142857142857","24"
Suryoday Small Finance Bank Ltd,SURYODAY,"Private Banks","1895.495709645","176.15","87","85","77","3.46451612903226","12"
Sirca Paints India Ltd,SIRCA,"Paints","1895.01426","347.85","42",,"59","6.4","73"
Tanfac Industries Ltd,TANFACIND,"Diversified Chemicals","1888.317375","1934","79","49","91",,"83"
India Glycols Ltd,INDIAGLYCO,"Commodity Chemicals","1887.722655","604.6","56","88","26","4.49821428571429","18"
Subex Ltd,SUBEXLTD,"Software Services","1875.787719675","32.75","1",,"3",,"13"
Optiemus Infracom Ltd,OPTIEMUS,"Technology Hardware","1873.833193575","215.8","24",,"47","3.67142857142857","43"
GOCL Corp Ltd,GOCLCORP,"Commodity Chemicals","1872.3529473","382.95","78","97","54","2.92589285714286","15"
Indian Metals and Ferro Alloys Ltd,IMFA,"Iron & Steel","1865.73298548","341.4","98","97","82","5.67313432835821","35"
Tide Water Oil Co India Ltd,TIDEWATER,"Commodity Chemicals","1864.4211163","1094.55","67","97","27","4.76875","90"
Anup Engineering Ltd,ANUP,"Textiles","1864.33743","1943.85","83","53","98","7.17647058823529","23"
Seamec Ltd,SEAMECLTD,"Oil & Gas - Equipment & Services","1863.6525","738.15","39","51","45","5.4375","5"
Dhani Services Ltd,DHANI,"Investment Banking & Brokerage","1861.20020757","33.25","14",,"21","4.07","23"
Axiscades Technologies Ltd,AXISCADES,"Construction & Engineering","1860.87938665","486.65","45",,"88","4.76825396825397","92"
KDDL Ltd,KDDL,"Precious Metals, Jewellery & Watches","1851.60680973","1475.9","57","36","83","3.21470588235294","50"
Seshasayee Paper and Boards Ltd,SESHAPAPER,"Paper Products","1849.1578648","292.05","81","98","34","6.88","73"
Gati Ltd,GATI,"Logistics","1842.6424567200002","142.85","9",,"9","2.09090909090909","38"
TTK Healthcare Ltd,TTKHLTCARE,"Pharmaceuticals","1831.9270217849999","1301.45","42","58","51","2.84714285714286","5"
Moschip Technologies Ltd,MOSCHIP,"Software Services","1827.7602891759998","99.76","1",,"9",,"42"
Centum Electronics Ltd,CENTUM,"Electronic Equipments","1816.6252731900001","1388.2","78","21","92","10","88"
Artemis Medicare Services Ltd,ARTEMISMED,"Business Support Services","1797.434415","128.15","81",,"78",,"41"
Arman Financial Services Ltd,ARMANFIN,"Consumer Finance","1796.3919585","2112.6","80","53","80","5.57173913043478","5"
Thejo Engineering Ltd,THEJO,"Construction & Engineering","1794.732015","1652.95","80","37","99",,"86"
Panama Petrochem Ltd,PANAMAPET,"Specialty Chemicals","1784.25867301","295.2","85","99","45","6.51517857142857","77"
Dhampur Sugar Mills Ltd,DHAMPURSUG,"Sugar","1780.84710175","275.75","81","92","49","3.95671641791045","38"
Mukand Ltd,MUKANDLTD,"Iron & Steel","1779.462858345","124.7","92","97","81","2.09029850746269","18"
SJS Enterprises Ltd,SJS,"Auto Parts","1762.50683112","580.75","78","66","75","7.82372881355932","69"
Monte Carlo Fashions Ltd,MONTECARLO,"Apparel & Accessories","1760.04857328","849.55","61","92","32","6.32794117647059","72"
NACL Industries Ltd,NACLIND,"Fertilizers & Agro Chemicals","1750.8024276150002","88.1","77","74","72","4.15441176470588","9"
Skipper Ltd,SKIPPER,"Power Infrastructure","1742.8268487","165.75","67",,"77","3.34523809523809","20"
Jai Balaji Industries Ltd,JAIBALAJI,"Iron & Steel","1737.93419748","116.8","82","44","78","3.34029850746269","94"
JSW Ispat Special Products Ltd,JSWISPL,"Iron & Steel","1737.3258758","37.25","92",,"83","4.21865671641791","50"
Precision Wires India Ltd,PRECWIRE,"Electrical Components & Equipments","1736.555517","95.95","83","75","80","5.71571428571429","68"
Servotech Power Systems Ltd,SERVOTECH,"Electrical Components & Equipments","1723.031384725","155.75","73",,"99",,"64"
Vakrangee Ltd,VAKRANGEE,"Outsourced services","1705.8163969","16","27",,"28","5.09285714285714","35"
Steel Exchange India Ltd,STEELXIND,"Iron & Steel","1702.81874245","14","45",,"60",,"27"
Cosmo Films Ltd,COSMOFIRST,"Packaging","1698.478223925","653.25","84","98","33","7.31","39"
Shankara Building Products Ltd,SHANKARA,"Building Products - Pipes","1696.1054689799998","731.15","18","45","27","10","90"
Filatex India Ltd,FILATEX,"Textiles","1692.302975","38.1","83","99","19",,"82"
Dwarikesh Sugar Industries Ltd,DWARKESH,"Sugar","1691.88870795","91.3","80","97","16","5.50074626865672","87"
Hariom Pipe Industries Ltd,HARIOMPIPE,"Building Products - Pipes","1690.106702905","617.2","77","20","100",,"38"
Foseco India Ltd,FOSECOIND,"Specialty Chemicals","1688.00497829","2664.8","82","55","93","4.48333333333333","99"
PIX Transmissions Ltd,PIXTRANS,"Industrial Machinery","1686.45913","1245.55","48","63","45","7.53725490196078","90"
Gallantt Metal Ltd,GALLANTT,"Iron & Steel","1681.72818665","70.15","90","97","53","5.47388059701493","20"
Salasar Techno Engineering Ltd,SALASAR,"Iron & Steel","1677.9735632","54.05","50",,"71","5.16904761904762","57"
Krsnaa Diagnostics Ltd,KRSNAA,"Hospitals & Diagnostic Centres","1676.6325342","457.5","46","69","45","6.75","33"
Inox Green Energy Services Ltd,INOXGREEN,"Heavy Electrical Equipments","1676.49026","57.65",,,,,"10"
Jyoti Resins and Adhesives Ltd,JYOTIRES,"Commodity Chemicals","1676.4","1402.05","28","6","55",,"17"
Kuantum Papers Ltd,KUANTUM,"Paper Products","1676.3343323","195.15","94","89","70","2.71","87"
Gujarat Industries Power Company Ltd,GIPCL,"Power Generation","1669.05685958","109.85","83","98","35","6.32857142857143","21"
Andhra Paper Ltd,ANDHRAPAP,"Paper Products","1665.56923332","424.35","75","83","42","6.73333333333333","91"
Expleo Solutions Ltd,EXPLEOSOL,"Software Services","1662.85054215","1613.25","26","56","36","5.61666666666667","89"
Ador Welding Ltd,ADORWELD,"Industrial Machinery","1661.18872872","1260.5","79","48","89","4.25686274509804","54"
Satin Creditcare Network Ltd,SATIN,"Consumer Finance","1652.4943981899999","188.8","97","97","70","5.09782608695652","39"
Gensol Engineering Ltd,GENSOL,"Construction & Engineering","1648.57614672","1409",,,,,"13"
Capacite Infraprojects Ltd,CAPACITE,"Construction & Engineering","1645.45883789","223.9","44","81","48","4.27777777777778","15"
